name,mana_value,color_identity,types,subtypes,set,year,rarity
Phyrexian Tyranny,3.0,"B,R,U",Enchantment,,pls,2001,3
Hymn of Rebirth,5.0,"G,W",Sorcery,,ice,1995,2
Hunt the Hunter,1.0,G,Sorcery,,ths,2013,2
Growth Spasm,3.0,G,Sorcery,,roe,2010,1
Dictate of the Twin Gods,5.0,R,Enchantment,,pjou,2014,3
Saint Elenda,7.0,W,"Legendary,Creature","Vampire,Cleric",yotj,2024,4
Frenzied Saddlebrute,5.0,R,Creature,"Orc,Warrior",cmr,2020,2
Accomplished Automaton,7.0,,"Artifact,Creature",Construct,kld,2016,1
Sakashima the Impostor,4.0,U,"Legendary,Creature","Human,Rogue",sok,2005,3
Dead Reveler,3.0,B,Creature,Zombie,rtr,2012,1
Armored Scrapgorger,2.0,G,Creature,"Phyrexian,Beast",one,2023,2
Jund Hackblade,2.0,"B,G,R",Creature,"Goblin,Berserker",arb,2009,1
Nightstalker Engine,5.0,B,Creature,Nightstalker,p02,1998,3
Raging River,2.0,R,Enchantment,,lea,1993,3
Serene Sleuth,2.0,W,Creature,"Human,Detective",mkc,2024,3
Nascent Metamorph,2.0,U,Creature,Shapeshifter,c20,2020,3
Azor's Elocutors,5.0,"U,W",Creature,"Human,Advisor",rtr,2012,3
Reduce to Memory,3.0,W,Sorcery,Lesson,stx,2021,2
Ballynock Cohort,3.0,W,Creature,"Kithkin,Soldier",shm,2008,1
Illusionary Mask,2.0,,Artifact,,lea,1993,3
Perennial Behemoth,5.0,G,"Artifact,Creature",Beast,bro,2022,3
Palani's Hatcher,5.0,"G,R",Creature,Dinosaur,plci,2023,3
Phyrexian Harvester,4.0,R,Creature,"Phyrexian,Horror",yone,2023,4
Safewright Quest,1.0,"G,W",Sorcery,,shm,2008,1
Prophetic Ravings,1.0,R,Enchantment,Aura,emn,2016,1
Shipwreck Looter,2.0,U,Creature,"Human,Pirate",xln,2017,1
Banish to Another Universe,5.0,W,Enchantment,,who,2023,2
Sorrow's Path,0.0,,Land,,drk,1994,3
Magmatic Sinkhole,6.0,R,Instant,,mh1,2019,1
Molten Duplication,2.0,R,Sorcery,,big,2024,4
Lava Storm,5.0,R,Instant,,wth,1997,1
Leonin Bola,1.0,,Artifact,Equipment,dst,2004,1
Cry of Contrition,1.0,B,Sorcery,,gpt,2006,1
Hunter's Mark,4.0,G,Instant,,afr,2021,2
Dance with Calamity,8.0,R,Sorcery,,moc,2023,3
Witch Enchanter // Witch-Blessed Meadow,4.0,W,Creature,"Human,Warlock,//,Land",mh3,2024,2
Rally of Wings,2.0,W,Instant,,war,2019,2
Flayer of the Hatebound,6.0,R,Creature,Devil,dka,2012,3
Battle of Frost and Fire,5.0,"R,U",Enchantment,Saga,khm,2021,3
Druid of the Anima,2.0,"G,R,W",Creature,"Elf,Druid",ala,2008,1
Stronghold Biologist,3.0,U,Creature,"Human,Spellshaper",nem,2000,2
Luminous Rebuke,5.0,W,Instant,,fdn,2024,1
"The Beast, Deathless Prince",4.0,"B,R","Legendary,Creature",Demon,who,2023,3
Merfolk Tunnel-Guide,2.0,"G,U",Creature,"Merfolk,Wizard",ylci,2023,2
Jerrard of the Closed Fist,6.0,"G,R","Legendary,Creature","Human,Knight",leg,1994,2
Clawing Torment,1.0,B,Enchantment,Aura,neo,2022,1
Settle the Wreckage,4.0,W,Instant,,pxln,2017,3
Flourishing Defenses,5.0,G,Enchantment,,shm,2008,2
Elvish Bard,5.0,G,Creature,"Elf,Shaman,Bard",all,1996,2
Extraplanar Lens,3.0,,Artifact,,mrd,2003,3
Slimefoot's Survey,5.0,G,Sorcery,,dmu,2022,2
Emergent Haunting,2.0,U,Enchantment,,otj,2024,2
Radiant Performer,5.0,R,Creature,"Human,Wizard",c21,2021,3
Organ Grinder,3.0,B,Creature,Zombie,tor,2002,1
Arrogant Vampire,5.0,B,Creature,Vampire,por,1997,2
Stinging Barrier,4.0,U,Creature,Wall,mmq,1999,1
Hag of Inner Weakness,3.0,B,Creature,"Hag,Warlock",hbg,2022,3
Thermal Blast,5.0,R,Instant,,ody,2001,1
Ooze Garden,2.0,G,Enchantment,,ala,2008,3
"Reki, the History of Kamigawa",3.0,G,"Legendary,Creature","Human,Shaman",sok,2005,3
Fuel the Flames,3.0,R,Instant,,dft,2025,2
Saprazzan Raider,3.0,U,Creature,Merfolk,mmq,1999,1
Cutthroat Maneuver,4.0,B,Instant,,ths,2013,2
Rhox Faithmender,4.0,W,Creature,"Rhino,Monk",m13,2012,3
Resistance Skywarden,5.0,R,Creature,"Ogre,Rebel",one,2023,2
Wanted Griffin,4.0,W,Creature,Griffin,otj,2024,1
Battle for Bretagard,3.0,"G,W",Enchantment,Saga,pkhm,2021,3
Staff of the Death Magus,3.0,,Artifact,,m14,2013,2
Hunter's Ambush,3.0,G,Instant,,m15,2014,1
Kinjalli's Caller,1.0,W,Creature,"Human,Cleric",xln,2017,1
Ancestral Reminiscence,4.0,U,Sorcery,,lci,2023,1
Mycosynth Golem,11.0,,"Artifact,Creature",Golem,5dn,2004,3
Trapjaw Kelpie,6.0,"G,U",Creature,Beast,eve,2008,1
Bestial Fury,3.0,R,Enchantment,Aura,all,1996,1
"Zinnia, Valley's Voice",3.0,"R,U,W","Legendary,Creature","Bird,Bard",blc,2024,4
Sol Grail,3.0,,Artifact,,all,1996,2
Gallifrey Falls // No More,9.0,"R,W","Instant,//,Instant",,who,2023,3
Pack Guardian,4.0,G,Creature,"Wolf,Spirit",soi,2016,2
Pest Summoning,3.0,"B,G",Sorcery,Lesson,stx,2021,1
Vivisection Evangelist,5.0,"B,W",Creature,"Phyrexian,Cleric",one,2023,2
Golden Ratio,3.0,"G,U",Sorcery,,stx,2021,2
Port of Karfell,0.0,"B,U",Land,,khm,2021,2
Ogre Menial,4.0,R,Creature,"Phyrexian,Ogre",nph,2011,1
Insidious Will,4.0,U,Instant,,pkld,2016,3
Pacification Array,1.0,,Artifact,,aer,2017,2
Boros Elite,1.0,W,Creature,"Human,Soldier",gtc,2013,2
Whetstone,3.0,,Artifact,,usg,1998,3
Ravaging Horde,5.0,R,Creature,"Human,Soldier",ptk,1999,2
Rockface Village,0.0,R,Land,,blb,2024,2
Mystic Subdual,2.0,U,Enchantment,Aura,iko,2020,2
"Aclazotz, Deepest Betrayal // Temple of the Dead",5.0,B,"Legendary,Creature","Bat,God,//,Land",lci,2023,4
Iroas's Champion,3.0,"R,W",Creature,"Human,Soldier",ori,2015,2
Homarid Warrior,5.0,U,Creature,"Homarid,Warrior",fem,1994,1
Center Soul,2.0,W,Instant,,dtk,2015,1
Titan of Littjara,6.0,U,Creature,Illusion,cmm,2023,3
Skywinder Drake,3.0,U,Creature,Drake,m12,2011,1
Bloodbraid Marauder,2.0,R,Creature,"Human,Berserker",pmh2,2021,3
A-Elderfang Ritualist,2.0,B,Creature,"Elf,Cleric",khm,2021,2
Portent of Betrayal,4.0,R,Sorcery,,ths,2013,1
Callous Deceiver,3.0,U,Creature,Spirit,chk,2004,1
Ambling Stormshell,5.0,U,Creature,Turtle,ptdm,2025,3
Spore Crawler,3.0,G,Creature,Fungus,vow,2021,1
Bank Job,3.0,"B,R",Enchantment,,ysnc,2022,3
Trueheart Duelist,2.0,W,Creature,"Human,Warrior",akh,2017,2
Adult Gold Dragon,5.0,"R,W",Creature,Dragon,afr,2021,3
Monumental Henge,0.0,W,Land,,mh3,2024,3
Krovikan Sorcerer,3.0,U,Creature,"Human,Wizard",ice,1995,1
Skyship Buccaneer,5.0,U,Creature,"Human,Pirate",fdn,2024,2
Flayed One,3.0,B,"Artifact,Creature",Necron,40k,2022,2
Arc Mage,3.0,R,Creature,"Human,Spellshaper",nem,2000,2
Cranial Ram,2.0,"B,R",Artifact,Equipment,mh3,2024,1
Tempest Harvester,2.0,U,Creature,"Merfolk,Wizard",mh3,2024,1
"Kagha, Shadow Archdruid",4.0,"B,G","Legendary,Creature","Elf,Druid",clb,2022,2
Unstoppable Plan,3.0,U,Enchantment,,dft,2025,3
"A-Nael, Avizoa Aeronaut",2.0,"G,U","Legendary,Creature","Elf,Scout",dmu,2022,2
"Rigo, Streetwise Mentor",3.0,"G,U,W","Legendary,Creature","Cat,Citizen",snc,2022,3
Esper Charm,3.0,"B,U,W",Instant,,ala,2008,2
Alms of the Vein,3.0,B,Sorcery,,soi,2016,1
Horrid Shadowspinner,3.0,"B,U",Creature,Horror,mh3,2024,2
"Be'lakor, the Dark Master",6.0,"B,R,U","Legendary,Creature","Demon,Noble",40k,2022,4
"Wydwen, the Biting Gale",4.0,"B,U","Legendary,Creature","Faerie,Wizard",lrw,2007,3
Eviscerate,4.0,B,Sorcery,,dom,2018,1
Failed Fording,2.0,U,Instant,,otj,2024,1
Deathcurse Ogre,6.0,B,Creature,"Ogre,Warrior",chk,2004,1
Flame Wave,7.0,R,Sorcery,,sth,1998,2
Poison Dart Frog,2.0,G,Creature,Frog,lci,2023,1
Storm Herald,3.0,R,Creature,"Human,Shaman",pthb,2020,3
Crackling Drake,4.0,"R,U",Creature,Drake,grn,2018,2
Exclusion Mage,3.0,U,Creature,"Human,Wizard",m19,2018,2
Raka Sanctuary,3.0,R,Enchantment,,apc,2001,2
We Ride at Dawn,3.0,W,Enchantment,,otc,2024,3
"Teferi, Timeless Voyager",6.0,U,"Legendary,Planeswalker",Teferi,m21,2020,4
Second Chance,3.0,U,Enchantment,,ulg,1999,3
"Meneldor, Swift Savior",4.0,U,"Legendary,Creature","Bird,Soldier",ltr,2023,2
Witching Well,1.0,U,Artifact,,eld,2019,1
Kami of Restless Shadows,5.0,B,Creature,Spirit,neo,2022,1
Ruthless Radrat,3.0,B,Creature,"Rat,Mutant",pip,2024,2
Queen of Ice // Rage of Winter,3.0,U,Creature,"Human,Noble,Wizard,//,Sorcery,—,Adventure",eld,2019,1
"Ezuri, Renegade Leader",3.0,G,"Legendary,Creature","Elf,Warrior",som,2010,3
Magebane Lizard,2.0,R,Creature,Lizard,otj,2024,2
Phoenix Down,1.0,W,Artifact,,fin,2025,2
Hypnotic Cloud,2.0,B,Sorcery,,inv,2000,1
Indigo Faerie,2.0,U,Creature,"Faerie,Wizard",eve,2008,2
Soulbound Guardians,5.0,W,Creature,"Kor,Spirit",roe,2010,2
Soldier of the Grey Host,4.0,W,Creature,"Spirit,Soldier",ltr,2023,1
Hired Torturer,3.0,B,Creature,"Human,Rogue",dgm,2013,1
Soulsworn Jury,3.0,"U,W",Creature,Spirit,psal,2005,1
Evie Frye,2.0,U,"Legendary,Creature","Human,Assassin",acr,2024,3
Hardy Veteran,2.0,G,Creature,"Human,Warrior",rix,2018,1
Eldrazi Aggressor,3.0,R,Creature,"Eldrazi,Drone",ogw,2016,1
Sickleslicer,3.0,,Artifact,Equipment,nph,2011,2
Furnace Dragon,9.0,R,Creature,Dragon,dst,2004,3
Apostle of Purifying Light,2.0,W,Creature,"Human,Cleric",m20,2019,2
Sun-Collared Raptor,2.0,R,Creature,Dinosaur,rix,2018,1
Coordinated Assault,1.0,R,Instant,,ths,2013,2
Compelling Deterrence,2.0,U,Instant,,ddq,2016,2
Observed Stasis,4.0,U,Enchantment,Aura,fic,2025,3
"Crovax, Ascendant Hero",6.0,W,"Legendary,Creature","Human,Noble",plc,2007,3
Sun-Blessed Guardian // Furnace-Blessed Conqueror,2.0,"R,W",Creature,"Human,Cleric,//,Creature,—,Phyrexian,Cleric",mom,2023,2
A-Elven Bow,1.0,G,Artifact,Equipment,khm,2021,2
Merfolk Seer,3.0,U,Creature,"Merfolk,Wizard",mir,1996,1
Traitor's Clutch,5.0,B,Instant,,tsp,2006,1
Ghostly Flame,2.0,"B,R",Enchantment,,ice,1995,3
Heir of Falkenrath // Heir to the Night,2.0,B,Creature,"Vampire,//,Creature,—,Vampire,Berserker",soi,2016,2
Blizzard Brawl,1.0,G,"Snow,Sorcery",,khm,2021,2
Undercity Scrounger,3.0,B,"Artifact,Creature","Human,Rogue",neo,2022,1
Archdemon of Paliano,4.0,B,Creature,Demon,cn2,2016,3
Blur Sliver,3.0,R,Creature,Sliver,m14,2013,1
Bloodmark Mentor,2.0,R,Creature,"Goblin,Warrior",shm,2008,2
Grisly Sigil,1.0,B,Sorcery,,snc,2022,2
Commander Sofia Daguerre,4.0,W,"Legendary,Creature","Human,Pilot",pip,2024,2
Mark of the Oni,3.0,B,Enchantment,Aura,bok,2005,2
Goblin Replica,3.0,R,"Artifact,Creature",Goblin,mrd,2003,1
Dovin's Dismissal,4.0,"U,W",Instant,,rna,2019,3
Coffin Queen,3.0,B,Creature,"Zombie,Wizard",tmp,1997,3
Offalsnout,3.0,B,Creature,Elemental,mor,2008,2
Hinterland Sanctifier,1.0,W,Creature,"Rabbit,Cleric",fdn,2024,1
Ruination,4.0,R,Sorcery,,sth,1998,3
A-Knockout Blow,3.0,W,Instant,,snc,2022,2
Wirecat,4.0,,"Artifact,Creature",Cat,usg,1998,2
Crumble to Dust,4.0,R,Sorcery,,bfz,2015,2
Shocker,2.0,R,Creature,Insect,tmp,1997,3
Echo Tracer,3.0,U,Creature,"Human,Wizard",lgn,2003,1
Goblin Anarchomancer,2.0,"G,R",Creature,"Goblin,Shaman",mh2,2021,1
Metropolis Angel,4.0,"U,W",Creature,"Angel,Soldier",snc,2022,2
"Gale, Waterdeep Prodigy",3.0,U,"Legendary,Creature","Human,Wizard",pclb,2022,3
Boggart Sprite-Chaser,2.0,R,Creature,"Goblin,Warrior",lrw,2007,1
Depths of Desire,3.0,U,Instant,,xln,2017,1
Magma Phoenix,5.0,R,Creature,Phoenix,m10,2009,3
Unyielding Gatekeeper,2.0,W,Creature,"Elephant,Cleric",mkm,2024,3
Filthy Cur,2.0,B,Creature,Dog,ody,2001,1
Whirler Virtuoso,3.0,"R,U",Creature,"Vedalken,Artificer",kld,2016,2
Blood Feud,6.0,R,Sorcery,,dka,2012,2
Signature Slam,3.0,G,Instant,,mh3,2024,2
"Amzu, Swarm's Hunger",5.0,"B,G","Legendary,Creature","Insect,Shaman",clu,2024,3
Gitaxian Anatomist,4.0,U,Creature,"Phyrexian,Wizard",one,2023,1
Kitsune Blademaster,3.0,W,Creature,"Fox,Samurai",chk,2004,1
Vraska's Contempt,4.0,B,Instant,,pxln,2017,3
Charisma,3.0,U,Enchantment,Aura,mmq,1999,3
Sanguine Praetor,8.0,B,Creature,"Avatar,Praetor",psal,2005,3
Tangle,2.0,G,Instant,,inv,2000,2
Tide Skimmer,4.0,U,Creature,Drake,m21,2020,2
Restoration Specialist,2.0,W,Creature,"Dwarf,Artificer",aer,2017,2
Dangerous Wager,2.0,R,Instant,,avr,2012,1
Vigean Hydropon,3.0,"G,U",Creature,"Plant,Mutant",dis,2006,1
"A-Uurg, Spawn of Turg",3.0,"B,G","Legendary,Creature","Frog,Beast",dmu,2022,2
Wall of Shields,3.0,,"Artifact,Creature",Wall,ice,1995,2
Moonshae Pixie // Pixie Dust,4.0,U,Creature,"Faerie,//,Instant,—,Adventure",clb,2022,2
Restless Dreams,1.0,B,Sorcery,,tor,2002,1
Companion of the Trials,3.0,W,Creature,"Bird,Soldier",akh,2017,2
Arrester's Admonition,3.0,U,Instant,,rna,2019,1
Academy Loremaster,2.0,U,Creature,"Human,Wizard",pdmu,2022,3
Haven of the Spirit Dragon,0.0,,Land,,dtk,2015,3
Masterful Replication,6.0,U,Instant,,m20,2019,3
Rhox Veteran,4.0,W,Creature,"Rhino,Soldier",mh1,2019,1
"Tiana, Ship's Caretaker",5.0,"R,W","Legendary,Creature","Angel,Artificer",dom,2018,2
"Grishnákh, Brash Instigator",3.0,R,"Legendary,Creature","Goblin,Soldier",ltr,2023,2
The Hunter Maze,0.0,G,Land,Sphere,one,2023,1
Diviner Spirit,5.0,U,Creature,Spirit,c13,2013,2
Bombadil's Song,2.0,G,Instant,,ltr,2023,1
Unrooted Ancestor,3.0,B,Creature,"Spirit,Cleric",tdm,2025,2
Shrieking Drake,1.0,U,Creature,Drake,pmei,1997,1
Bottomless Vault,0.0,B,Land,,fem,1994,3
Hinder,3.0,U,Instant,,chk,2004,2
"Otrimi, the Ever-Playful",6.0,"B,G,U","Legendary,Creature","Nightmare,Beast",c20,2020,4
"Tawnos, Solemn Survivor",2.0,"B,U,W","Legendary,Creature","Human,Artificer",brc,2022,4
Deadeye Plunderers,5.0,"B,U",Creature,"Human,Pirate",xln,2017,2
Spitting Image,6.0,"G,U",Sorcery,,eve,2008,3
Flash,2.0,U,Instant,,mir,1996,3
Dominate,3.0,U,Instant,,nem,2000,2
Greatsword,3.0,,Artifact,Equipment,m12,2011,2
Lifecraft Awakening,1.0,G,Instant,,aer,2017,2
Reminisce,3.0,U,Sorcery,,ons,2002,2
Gloryscale Viashino,4.0,"G,R,W",Creature,"Lizard,Soldier",arb,2009,2
Yuki-Onna,4.0,R,Creature,Spirit,sok,2005,2
A-Dreamshackle Geist,3.0,U,Creature,Spirit,vow,2021,3
Anax and Cymede,3.0,"R,W","Legendary,Creature","Human,Soldier",ddl,2013,3
Cleansing Beam,5.0,R,Instant,,rav,2005,2
Virulent Sliver,1.0,G,Creature,Sliver,fut,2007,1
Nessian Wilds Ravager,6.0,G,Creature,Hydra,pbng,2014,3
"Obyra, Dreaming Duelist",2.0,"B,U","Legendary,Creature","Faerie,Warrior",woe,2023,2
Sai of the Shinobi,1.0,,Artifact,Equipment,pc2,2012,2
Furious Bellow,2.0,R,Instant,,dmu,2022,1
Riot Spikes,1.0,"B,R",Enchantment,Aura,dis,2006,1
Young Necromancer,5.0,B,Creature,"Human,Warlock",mh2,2021,2
Krond the Dawn-Clad,6.0,"G,W","Legendary,Creature",Archon,pc2,2012,4
Pendelhaven Elder,2.0,G,Creature,"Elf,Shaman",tsp,2006,2
Ballista Watcher // Ballista Wielder,4.0,R,Creature,"Human,Soldier,Werewolf,//,Creature,—,Werewolf",vow,2021,2
Thran Tome,4.0,,Artifact,,wth,1997,3
Intellectual Offering,5.0,U,Instant,,c14,2014,3
Ghostly Changeling,3.0,B,Creature,Shapeshifter,lrw,2007,2
Soul of Theros,6.0,W,Creature,Avatar,m15,2014,4
Ghastly Remains,3.0,B,Creature,Zombie,lgn,2003,3
"Pol Jamaar, Illusionist",6.0,U,"Legendary,Creature","Human,Illusion,Wizard",j25,2024,4
"Banon, the Returners' Leader",2.0,"R,W","Legendary,Creature","Human,Cleric,Rebel",fic,2025,3
Floating-Dream Zubera,2.0,U,Creature,"Zubera,Spirit",chk,2004,1
"Odric, Blood-Cursed",3.0,"R,W","Legendary,Creature","Vampire,Soldier",pvow,2021,3
Cleaving Reaper,5.0,B,Creature,"Angel,Berserker",khm,2021,3
"Anax, Hardened in the Forge",3.0,R,"Legendary,Enchantment,Creature",Demigod,thb,2020,2
Skyship Weatherlight,4.0,,"Legendary,Artifact",,pls,2001,3
Gluttonous Hellkite,3.0,"B,G,R",Creature,Dragon,m3c,2024,3
Moonlight Hunt,2.0,G,Instant,,soi,2016,2
Warriors' Lesson,1.0,G,Instant,,ths,2013,2
"Laurine, the Diversion",3.0,R,"Legendary,Creature","Human,Rogue",voc,2021,3
Silent-Blade Oni,7.0,"B,U",Creature,"Demon,Ninja",pc2,2012,3
Malachite Talisman,2.0,,Artifact,,ice,1995,2
Spike Cannibal,3.0,B,Creature,Spike,exo,1998,2
Fumble,2.0,U,Instant,,bbd,2018,2
Sadistic Obsession,4.0,B,Enchantment,Aura,mh1,2019,2
Rune of Protection: White,2.0,W,Enchantment,,usg,1998,1
Mass Production,6.0,W,Sorcery,,bro,2022,2
Holy Justiciar,4.0,W,Creature,"Human,Cleric",avr,2012,2
Stick Together,5.0,W,Sorcery,,clb,2022,3
Diregraf Escort,1.0,G,Creature,"Human,Cleric",avr,2012,1
Callous Bloodmage,3.0,B,Creature,"Vampire,Warlock",pstx,2021,3
Chandra's Pyreling,2.0,R,Creature,"Elemental,Lizard",m21,2020,2
Greater Sandwurm,7.0,G,Creature,Wurm,akh,2017,1
Hell Swarm,1.0,B,Instant,,leg,1994,1
"Seton, Krosan Protector",3.0,G,"Legendary,Creature","Centaur,Druid",ody,2001,3
Time Spiral,6.0,U,Sorcery,,usg,1998,3
"Sierra, Nuka's Biggest Fan",4.0,W,"Legendary,Creature","Human,Citizen",pip,2024,3
Dream Cache,3.0,U,Sorcery,,mir,1996,1
Nyxborn Shieldmate,1.0,W,"Enchantment,Creature","Human,Soldier",bng,2014,1
Despise,1.0,B,Sorcery,,nph,2011,2
Hedron Scrabbler,2.0,,"Artifact,Creature",Construct,zen,2009,1
Sudden Demise,1.0,R,Sorcery,,c13,2013,3
Captivating Glance,3.0,U,Enchantment,Aura,lrw,2007,2
Fabled Hero,3.0,W,Creature,"Human,Soldier",ths,2013,3
Indulging Patrician,3.0,"B,W",Creature,"Vampire,Noble",m21,2020,2
Piper's Melody,1.0,G,Sorcery,,ody,2001,2
Run Over,2.0,G,Instant,,dft,2025,1
Nomad Stadium,0.0,W,Land,,ody,2001,2
Illusionary Wall,5.0,U,Creature,"Illusion,Wall",ice,1995,1
Spring // Mind,9.0,"G,U","Sorcery,//,Instant",,akh,2017,2
Pemmin's Aura,3.0,U,Enchantment,Aura,scg,2003,2
Tel-Jilad Fallen,4.0,G,Creature,"Phyrexian,Elf,Warrior",som,2010,1
Sigil of the New Dawn,4.0,W,Enchantment,,ons,2002,3
Goblin Gang Leader,4.0,R,Creature,"Goblin,Warrior",xana,2018,2
Triumphant Getaway,4.0,"B,R,U",Enchantment,,yotj,2024,3
"Byrke, Long Ear of the Law",6.0,"G,W","Legendary,Creature","Rabbit,Soldier",blb,2024,4
Cinderhaze Wretch,5.0,B,Creature,"Elemental,Shaman",shm,2008,1
Viridian Acolyte,1.0,G,Creature,"Elf,Shaman",dst,2004,1
Tome Scour,1.0,U,Sorcery,,m10,2009,1
Twist Reality,3.0,U,Instant,,dsk,2024,1
Heron's Grace Champion,4.0,"G,W",Creature,"Human,Knight",emn,2016,3
Thelonite Druid,3.0,G,Creature,"Human,Cleric,Druid",fem,1994,2
Thopter Assembly,6.0,,"Artifact,Creature",Thopter,pmbs,2011,3
Blood-Cursed Knight,3.0,"B,W",Creature,"Vampire,Knight",ori,2015,2
Artful Maneuver,2.0,W,Instant,,dtk,2015,1
Phantom Steed,4.0,U,Creature,"Horse,Illusion",afc,2021,3
Sworn Guardian,2.0,U,Creature,"Merfolk,Warrior",rix,2018,1
Thunderclap Wyvern,4.0,"U,W",Creature,Drake,ori,2015,2
Living Terrain,4.0,G,Enchantment,Aura,pcy,2000,2
Let's Play a Game,4.0,B,Sorcery,,dsk,2024,2
Quicksilver Behemoth,7.0,U,Creature,Beast,dst,2004,1
Curious Forager,3.0,G,Creature,"Squirrel,Druid",blb,2024,2
Gandalf of the Secret Fire,4.0,"R,U,W","Legendary,Creature","Avatar,Wizard",ltc,2023,4
Diminisher Witch,3.0,U,Creature,"Human,Warlock",woe,2023,1
Satyr's Cunning,1.0,R,Sorcery,,thb,2020,1
Pilfering Imp,1.0,B,Creature,Imp,grn,2018,2
Golden Bear,4.0,G,Creature,Bear,p02,1998,1
Novablast Wurm,7.0,"G,W",Creature,Wurm,wwk,2010,4
Kithkin Harbinger,3.0,W,Creature,"Kithkin,Wizard",lrw,2007,2
Goldmeadow Harrier,1.0,W,Creature,"Kithkin,Soldier",lrw,2007,1
Shadewing Laureate,3.0,"B,W",Creature,"Human,Warlock",stx,2021,2
"Klement, Life Acolyte",3.0,W,"Legendary,Creature","Tiefling,Cleric",hbg,2022,3
Barbarian Class,1.0,R,Enchantment,Class,afr,2021,2
Centaur Safeguard,3.0,"G,W",Creature,"Centaur,Warrior",rav,2005,1
Sanctified Charge,5.0,W,Instant,,m15,2014,1
Sultai Soothsayer,5.0,"B,G,U",Creature,"Snake,Shaman",ktk,2014,2
Lofty Denial,2.0,U,Instant,,m21,2020,1
Graceful Adept,3.0,U,Creature,"Human,Wizard",chk,2004,2
Bond of Insight,4.0,U,Sorcery,,war,2019,2
"Saruman, the White Hand",4.0,"B,R,U","Legendary,Creature","Avatar,Wizard",ltc,2023,4
A-Ocelot Pride,2.0,W,Creature,Cat,mh3,2024,4
Seasoned Dungeoneer,4.0,W,Creature,"Human,Warrior",clb,2022,3
Final Vengeance,1.0,B,Sorcery,,dsk,2024,1
Nightblade Brigade,3.0,B,Creature,"Goblin,Soldier",tdm,2025,1
Witchstalker Frenzy,4.0,R,Instant,,woe,2023,2
Emeria Captain,4.0,W,Creature,"Angel,Warrior",znr,2020,2
Ember-Eye Wolf,2.0,R,Creature,Wolf,soi,2016,1
Spore Swarm,4.0,G,Instant,,dom,2018,2
Mold Demon,7.0,B,Creature,"Fungus,Demon",leg,1994,3
Gobhobbler Rats,2.0,"B,R",Creature,Rat,dis,2006,1
Krark-Clan Ogre,5.0,R,Creature,Ogre,5dn,2004,1
Rouse the Mob,1.0,R,Instant,,jou,2014,1
Johtull Wurm,6.0,G,Creature,Wurm,ice,1995,2
Solar Transformer,2.0,,Artifact,,mh3,2024,2
Eldritch Immunity,1.0,,"Kindred,Instant",Eldrazi,m3c,2024,3
Razor Golem,6.0,,"Artifact,Creature",Golem,dst,2004,1
Archers' Parapet,2.0,"B,G",Creature,Wall,ktk,2014,1
Cavern Whisperer,5.0,B,Creature,Nightmare,iko,2020,1
Nature's Kiss,2.0,G,Enchantment,Aura,wth,1997,1
Dewdrop Spy,3.0,U,Creature,"Faerie,Rogue",mor,2008,1
Moonring Island,0.0,U,Land,Island,shm,2008,2
Foul Spirit,3.0,B,Creature,Spirit,p02,1998,2
You're in Command,2.0,W,Sorcery,,cmb1,2019,3
Flame Burst,2.0,R,Instant,,ody,2001,1
The Tabernacle at Pendrell Vale,0.0,,"Legendary,Land",,leg,1994,3
Wild Jhovall,4.0,R,Creature,Cat,mmq,1999,1
"Graaz, Unstoppable Juggernaut",8.0,,"Legendary,Artifact,Creature",Juggernaut,pone,2023,3
Tower of Coireall,2.0,,Artifact,,drk,1994,2
Rhox Maulers,5.0,G,Creature,"Rhino,Soldier",ori,2015,1
Frolicking Familiar // Blow Off Steam,3.0,"R,U",Creature,"Otter,Wizard,//,Instant,—,Adventure",woe,2023,2
The First Tyrannic War,5.0,"G,R,U",Enchantment,Saga,40k,2022,3
Shinen of Stars' Light,3.0,W,Creature,Spirit,sok,2005,1
Alter Reality,2.0,U,Instant,,tor,2002,3
Witness of Tomorrows,5.0,U,"Enchantment,Creature",Sphinx,thb,2020,1
Resounding Scream,3.0,"B,R,U",Sorcery,,ala,2008,1
Goblin Fire Fiend,4.0,R,Creature,"Goblin,Berserker",psal,2005,1
Qarsi Deceiver,2.0,U,Creature,"Snake,Wizard",dtk,2015,2
Galvanic Arc,3.0,R,Enchantment,Aura,rav,2005,1
Veteran's Powerblade,3.0,W,Artifact,Equipment,bro,2022,1
Winternight Stories,3.0,U,Sorcery,,tdm,2025,3
"Vrondiss, Rage of Ancients",5.0,"G,R","Legendary,Creature","Dragon,Barbarian",oafc,2021,4
Crossroads Village,0.0,,Land,Town,fin,2025,1
Wonderscape Sage,2.0,U,Creature,"Moonfolk,Wizard",m3c,2024,3
Sabertooth Outrider,4.0,R,Creature,"Human,Warrior",dtk,2015,1
Lilysplash Mentor,4.0,"G,U",Creature,"Frog,Druid",blb,2024,2
Iron-Craw Crusher,7.0,G,"Artifact,Creature",Wurm,bro,2022,2
Twisted Experiment,2.0,B,Enchantment,Aura,uds,1999,1
"Licia, Sanguine Tribune",8.0,"B,R,W","Legendary,Creature","Vampire,Soldier",pz2,2016,4
Ghostflame Sliver,2.0,"B,R",Creature,Sliver,tsp,2006,2
Galvanize,2.0,R,Instant,,mkm,2024,1
Beseech the Queen,6.0,B,Sorcery,,shm,2008,2
Drake Hatchling,3.0,U,Creature,Drake,mmq,1999,1
