name,mana_value,color_identity,types,subtypes,set,year,rarity
Amalia Benavides Aguirre // Amalia Benavides Aguirre,0.0,,"Card,//,Card",,alci,2023,common
Giant Inheritance,5.0,G,Enchantment,Aura,woc,2023,rare
Temporal Spring,3.0,"G,U",Sorcery,,apc,2001,common
Throne of Bone,1.0,,Artifact,,lea,1993,uncommon
Topan Freeblade,2.0,W,Creature,"Human,Soldier",ori,2015,common
Moat,4.0,W,Enchantment,,leg,1994,rare
Tireless Hauler // Dire-Strain Brawler,5.0,G,Creature,"Human,Werewolf,//,Creature,—,Werewolf",mid,2021,common
"Etali, Primal Conqueror // Etali, Primal Sickness",7.0,"G,R","Legendary,Creature","Elder,Dinosaur,//,Legendary,Creature,—,Phyrexian,Elder,Dinosaur",mom,2023,rare
Natural Reclamation,5.0,G,Instant,,cmr,2020,common
Clive's Hideaway,0.0,,Land,Town,pfin,2025,rare
Get Your Head in the Game,3.0,W,Enchantment,,unf,2022,uncommon
"Linvala, the Preserver",6.0,W,"Legendary,Creature",Angel,pogw,2016,mythic
Arni Brokenbrow // Arni Brokenbrow,0.0,,"Card,//,Card",,akhm,2021,common
Regna's Sanction,4.0,W,Sorcery,,bbd,2018,rare
Torch Fiend,2.0,R,Creature,Devil,dka,2012,common
"Blitzwing, Cruel Tormentor // Blitzwing, Adaptive Assailant",6.0,B,"Legendary,Artifact,Creature","Robot,//,Legendary,Artifact,—,Vehicle",bot,2022,mythic
Riverwise Augur,4.0,U,Creature,"Merfolk,Wizard",rix,2018,uncommon
Geralf's Masterpiece,5.0,U,Creature,"Zombie,Horror",psoi,2016,mythic
Siege Veteran // Siege Veteran,0.0,,"Card,//,Card",,abro,2022,common
Pyre Hound,4.0,R,Creature,"Elemental,Dog",soi,2016,common
"Judith, Carnage Connoisseur",5.0,"B,R","Legendary,Creature","Human,Shaman",mkm,2024,rare
Undersimplify,2.0,U,Instant,,hbg,2022,common
Canopy Tactician,4.0,G,Creature,"Elf,Warrior",khm,2021,rare
Falkenrath Celebrants,5.0,R,Creature,Vampire,vow,2021,common
Empyrean Eagle,3.0,"U,W",Creature,"Bird,Spirit",m20,2019,uncommon
Molten Gatekeeper // Molten Gatekeeper,0.0,,"Card,//,Card",,amh3,2024,common
Hexplate Golem,7.0,,"Artifact,Creature",Golem,mbs,2011,common
Olivia's Wrath,5.0,B,Sorcery,,voc,2021,rare
Fin-Clade Fugitives,6.0,G,Creature,"Elf,Salamander,Rogue",cmr,2020,common
"Toluz, Clever Conductor",3.0,"B,U,W","Legendary,Creature","Human,Rogue",snc,2022,rare
Composite Golem,6.0,"B,G,R,U,W","Artifact,Creature",Golem,5dn,2004,uncommon
Ghostly Touch,2.0,U,Enchantment,Aura,avr,2012,uncommon
"Tatsunari, Toad Rider",3.0,"B,G,U","Legendary,Creature","Human,Ninja",neo,2022,rare
Wilt-Leaf Cavaliers,3.0,"G,W",Creature,"Elf,Knight",shm,2008,uncommon
Geralf's Messenger,3.0,B,Creature,Zombie,dka,2012,rare
Silver Myr,2.0,U,"Artifact,Creature",Myr,mrd,2003,common
Event Horizon,0.0,,Plane,"Blind,Eternities",unk,2024,common
Cradle to Grave,2.0,B,Instant,,plc,2007,common
Frodo Baggins,2.0,"G,W","Legendary,Creature","Halfling,Scout",pltr,2023,uncommon
Thunderwolf Cavalry,5.0,W,Creature,"Astartes,Warrior",40k,2022,uncommon
Dakmor Salvage,0.0,B,Land,,fut,2007,uncommon
Veinwitch Coven,3.0,B,Creature,"Vampire,Warlock",c21,2021,rare
Saheeli Rai,3.0,"R,U","Legendary,Planeswalker",Saheeli,pkld,2016,mythic
Hundred-Talon Strike,1.0,W,Instant,Arcane,bok,2005,common
Razor Hippogriff,5.0,W,Creature,Hippogriff,som,2010,uncommon
Mark Le Pine Decklist,0.0,,Card,,wc99,1999,common
Jaddi Offshoot,1.0,G,Creature,Plant,bfz,2015,uncommon
Spelljack,6.0,U,Instant,,jud,2002,rare
Standstill,2.0,U,Enchantment,,ody,2001,uncommon
Primordial Sage,6.0,G,Creature,Spirit,rav,2005,rare
Rotisserie Elemental,1.0,R,Creature,Elemental,pwoe,2023,rare
Snubhorn Sentry,1.0,W,Creature,Dinosaur,rix,2018,common
Fire Whip,2.0,R,Enchantment,Aura,wth,1997,common
Cult of the Waxing Moon,5.0,G,Creature,"Human,Shaman",soi,2016,uncommon
All-Out Assault // All-Out Assault,0.0,,"Card,//,Card",,atdm,2025,common
Nethergoyf,1.0,B,Creature,Lhurgoyf,mh3,2024,mythic
Kessig Naturalist // Lord of the Ulvenwald,2.0,"G,R",Creature,"Human,Werewolf,//,Creature,—,Werewolf",mid,2021,uncommon
Fevered Visions,3.0,"R,U",Enchantment,,soi,2016,rare
"Akawalli, the Seething Tower",3.0,"B,G","Legendary,Creature",Fungus,lci,2023,uncommon
Trusted Forcemage,3.0,G,Creature,"Human,Shaman",avr,2012,common
Runaway Trash-Bot,3.0,,"Artifact,Creature",Construct,neo,2022,uncommon
Tenacious Hunter,4.0,G,Creature,Crocodile,hou,2017,uncommon
Centaur of Attention,5.0,G,Creature,"Centaur,Performer",unf,2022,rare
Centrifuge,0.0,,Artifact,Attraction,unf,2022,rare
Mild-Mannered Librarian,1.0,G,Creature,Human,j22,2022,uncommon
Lavakin Brawler,4.0,R,Creature,"Elemental,Warrior",m20,2019,common
Borrowed Time,3.0,W,Enchantment,,mid,2021,uncommon
Chimeric Mass,0.0,,Artifact,,som,2010,rare
Landfill,5.0,R,Sorcery,,ugl,1998,rare
Will of the Jeskai,4.0,R,Sorcery,,tdc,2025,rare
"Katilda, Dawnhart Prime",2.0,"G,W","Legendary,Creature","Human,Warlock",mid,2021,rare
Wand of the Worldsoul,3.0,W,Artifact,,moc,2023,rare
Mind Spring,2.0,U,Sorcery,,mor,2008,rare
Kolaghan Monument,3.0,"B,R",Artifact,,dtk,2015,uncommon
Fyndhorn Pollen,3.0,G,Enchantment,,ice,1995,rare
Pearl Dragon,6.0,W,Creature,Dragon,mir,1996,rare
Moonveil Regent,4.0,R,Creature,Dragon,mid,2021,mythic
Cutthroat Negotiator,4.0,"R,U",Creature,"Orc,Pirate",moc,2023,rare
"Lulu, Wild Hollyphant",4.0,"G,W","Legendary,Creature","Elephant,Angel",hbg,2022,uncommon
Citizen,0.0,"G,W","Token,Creature",Citizen,tsnc,2022,common
Enchanter's Bane,2.0,R,Enchantment,,c18,2018,rare
Desecrated Earth,5.0,B,Sorcery,,zen,2009,common
Scrap,3.0,R,Instant,,usg,1998,common
Domesticated Watercourse,0.0,"B,U",Land,,cmb1,2019,rare
Krosan Adaptation,1.0,G,Enchantment,Aura,cmb1,2019,rare
"Shilgengar, Sire of Famine",5.0,"B,W","Legendary,Creature","Elder,Demon",mh3,2024,rare
Flood Plain,0.0,,Land,,mir,1996,uncommon
Underworld Coinsmith,2.0,"B,W","Enchantment,Creature","Human,Cleric",jou,2014,uncommon
Snake,0.0,B,"Token,Creature",Snake,tmh3,2024,common
Centaur Rootcaster,4.0,G,Creature,"Centaur,Druid",jud,2002,common
Gloom Pangolin,3.0,B,Creature,"Nightmare,Pangolin",iko,2020,common
Argivian Restoration,4.0,U,Sorcery,,wth,1997,uncommon
"Nahiri, Storm of Stone",4.0,"R,W","Legendary,Planeswalker",Nahiri,war,2019,uncommon
Jedit's Dragoons,6.0,W,Creature,"Cat,Soldier",psal,2005,common
Griffin Rider,2.0,W,Creature,"Human,Knight",m12,2011,common
Rollick of Abandon,5.0,R,Sorcery,,jou,2014,uncommon
Deadly Complication,3.0,"B,R",Sorcery,,mkm,2024,uncommon
Shard Phoenix,5.0,R,Creature,Phoenix,sth,1998,rare
Scavenger Hunt,0.0,,Artifact,Attraction,unf,2022,uncommon
Fog of Gnats,2.0,B,Creature,Insect,ulg,1999,common
Indrik Umbra,6.0,"G,W",Enchantment,Aura,pc2,2012,rare
Tenacity,4.0,W,Instant,,soi,2016,uncommon
Gift of Growth,2.0,G,Instant,,dom,2018,common
Geometric Nexus,2.0,,Artifact,,c21,2021,rare
Bog Gnarr,5.0,G,Creature,Beast,apc,2001,common
Lunar Avenger,7.0,,"Artifact,Creature",Golem,5dn,2004,uncommon
Demonic Gifts,2.0,B,Instant,,khm,2021,common
Blood Ogre,3.0,R,Creature,"Ogre,Warrior",m12,2011,common
Igneous Elemental,6.0,R,Creature,Elemental,mh1,2019,common
Abzan Battle Priest,4.0,W,Creature,"Human,Cleric",ktk,2014,uncommon
Ancestral Tribute,7.0,W,Sorcery,,ody,2001,rare
Collective Voyage,1.0,G,Sorcery,,cmd,2011,rare
Make Disappear,2.0,U,Instant,,snc,2022,common
Boreal Shelf,0.0,"U,W","Snow,Land",,csp,2006,uncommon
Ancient Silverback,6.0,G,Creature,Ape,uds,1999,rare
Noble Panther,3.0,"G,W",Creature,Cat,inv,2000,rare
Securitron Squadron,2.0,W,"Artifact,Creature",Robot,pip,2024,rare
Battlefront Krushok,5.0,G,Creature,Beast,frf,2015,uncommon
Squall Line,2.0,G,Instant,,tsp,2006,rare
Birchlore Rangers,1.0,G,Creature,"Elf,Druid,Ranger",ons,2002,common
Mist Leopard,4.0,G,Creature,Cat,m10,2009,common
Tainted Adversary,2.0,B,Creature,Zombie,pmid,2021,mythic
Mind Whip,4.0,B,Enchantment,Aura,ice,1995,rare
Krosan Colossus,9.0,G,Creature,Beast,ons,2002,rare
Titanic Bulvox,8.0,G,Creature,Beast,scg,2003,common
Triassic Egg,4.0,,Artifact,,leg,1994,rare
"Mjölnir, Storm Hammer",4.0,,"Legendary,Artifact",Equipment,acr,2024,rare
Rise of the Witch-king,4.0,"B,G",Sorcery,,ltr,2023,uncommon
"Horobi, Death's Wail // Horobi, Death's Wail",0.0,,"Card,//,Card",,amom,2023,common
Unquenchable Thirst,2.0,U,Enchantment,Aura,hou,2017,common
Granger Guildmage,1.0,"G,R,W",Creature,"Human,Wizard",mir,1996,common
Bonesplitter,1.0,,Artifact,Equipment,pal03,2003,rare
Ethereal Elk,5.0,G,Creature,"Elk,Spirit",m20,2019,rare
Brawl,5.0,R,Instant,,mmq,1999,rare
Hallowed Ground,2.0,W,Enchantment,,ice,1995,uncommon
Veteran Soldier,2.0,W,"Legendary,Enchantment",Background,clb,2022,uncommon
Enchantress's Presence,3.0,G,Enchantment,,ons,2002,rare
Moment of Silence,1.0,W,Instant,,mmq,1999,common
Imminent Doom,3.0,R,Enchantment,,hou,2017,rare
Beluna Grandsquall // Seek Thrills,3.0,"G,R,U","Legendary,Creature","Giant,Noble,//,Instant,—,Adventure",woe,2023,mythic
RMS Titanic,4.0,R,"Legendary,Artifact",Vehicle,who,2023,rare
Veteran Motorist,2.0,"R,W",Creature,"Dwarf,Pilot",kld,2016,uncommon
Whitewater Naiads,5.0,U,"Enchantment,Creature",Nymph,jou,2014,uncommon
Rune of Protection: Black,2.0,W,Enchantment,,usg,1998,common
Infested Thrinax,5.0,"B,G",Creature,Lizard,m3c,2024,rare
Solar Blaze,4.0,"R,W",Sorcery,,pwar,2019,rare
Cloak of Invisibility,1.0,U,Enchantment,Aura,mir,1996,common
Sand Silos,0.0,U,Land,,fem,1994,rare
Tavern Brawler,3.0,R,"Legendary,Enchantment",Background,clb,2022,common
Academy at Tolaria West,0.0,,Plane,Dominaria,ohop,2009,common
Rinoa Heartilly,5.0,"G,W","Legendary,Creature","Human,Rebel,Warlock",fin,2025,uncommon
Wayward Servant,2.0,"B,W",Creature,Zombie,akh,2017,uncommon
Murderous Redcap,4.0,"B,R",Creature,"Goblin,Assassin",shm,2008,uncommon
Flameshot,4.0,R,Sorcery,,pcy,2000,uncommon
Stormforged Armor,3.0,R,"Legendary,Artifact",Equipment,ytdm,2025,rare
Regenerations Restored,2.0,"U,W",Enchantment,,who,2023,rare
Kjeldoran Pride,2.0,"U,W",Enchantment,Aura,all,1996,common
"Sidisi, Undead Vizier",5.0,B,"Legendary,Creature","Zombie,Snake",pdtk,2015,rare
Lothlórien Blade,3.0,,Artifact,Equipment,ltc,2023,rare
Gruesome Encore,3.0,B,Sorcery,,mbs,2011,uncommon
Swamp // Swamp,0.0,,"Card,//,Card",,aznr,2020,common
Mitotic Slime,5.0,G,Creature,Ooze,m11,2010,rare
"Grenzo, Dungeon Warden",2.0,"B,R","Legendary,Creature","Goblin,Rogue",cns,2014,rare
Stocking Tiger,5.0,,"Artifact,Creature","Cat,Construct",hho,2013,rare
Mire Triton,2.0,B,Creature,"Zombie,Merfolk",thb,2020,uncommon
Blademane Baku,2.0,R,Creature,Spirit,bok,2005,common
Hammer of Purphoros,3.0,R,"Legendary,Enchantment,Artifact",,ths,2013,rare
Labyrinth Champion,4.0,R,Creature,"Human,Warrior",ths,2013,rare
Goblin Locksmith,2.0,R,Creature,"Goblin,Rogue",grn,2018,common
Mystical Teachings,4.0,"B,U",Instant,,tsp,2006,common
Scorching Spear,1.0,R,Sorcery,,por,1997,common
Sparring Regimen,3.0,W,Enchantment,,pstx,2021,rare
Malakir Blood-Priest // Malakir Blood-Priest,0.0,,"Card,//,Card",,aznr,2020,common
Ramunap Excavator,3.0,G,Creature,"Snake,Cleric",phou,2017,rare
Rustmouth Ogre,6.0,R,Creature,Ogre,mrd,2003,uncommon
Arid Archway,0.0,,Land,Desert,otj,2024,uncommon
Forced Fruition,6.0,U,Enchantment,,lrw,2007,rare
Shattergang Brothers,4.0,"B,G,R","Legendary,Creature","Goblin,Artificer",c13,2013,mythic
Quickchange,2.0,U,Instant,,rav,2005,common
"Tenza, Godo's Maul",3.0,,"Legendary,Artifact",Equipment,chk,2004,uncommon
Neverending Torment,6.0,B,Sorcery,,sok,2005,rare
Celestial Archon,5.0,W,"Enchantment,Creature",Archon,pths,2013,rare
Aetherworks Marvel,4.0,,"Legendary,Artifact",,pkld,2016,mythic
Kami of Celebration,5.0,R,Creature,Spirit,nec,2022,rare
Desert of the True,0.0,W,Land,Desert,hou,2017,common
Soulflayer,6.0,B,Creature,Demon,pfrf,2015,rare
Painbringer,4.0,B,Creature,"Human,Minion",ody,2001,uncommon
Darksteel Plate,3.0,,Artifact,Equipment,mbs,2011,rare
Angel of Suffering // Angel of Suffering,0.0,,"Card,//,Card",,asnc,2022,common
Baloth Pup,2.0,G,Creature,Beast,ogw,2016,uncommon
What Must Be Done,5.0,W,Sorcery,,acr,2024,rare
Crushing Vines,3.0,G,Instant,,dka,2012,common
"Rulik Mons, Warren Chief",4.0,"G,R","Legendary,Creature",Goblin,dmu,2022,uncommon
Serra Paragon,4.0,W,Creature,Angel,pdmu,2022,mythic
"Timmy, Power Gamer",4.0,G,"Legendary,Creature","Human,Gamer",ugl,1998,rare
Disorder,2.0,R,Sorcery,,usg,1998,uncommon
"Chandra, Hope's Beacon // Chandra, Hope's Beacon",0.0,,"Card,//,Card",,amom,2023,common
Angelic Armaments,3.0,,Artifact,Equipment,avr,2012,uncommon
Thran Vigil,2.0,B,Enchantment,,bro,2022,uncommon
"Willowdusk, Essence Seer",3.0,"B,G","Legendary,Creature","Dryad,Druid",c21,2021,mythic
Sporeback Wolf,2.0,G,Creature,Wolf,vow,2021,common
"Cao Ren, Wei Commander",4.0,B,"Legendary,Creature","Human,Soldier,Warrior",ptk,1999,rare
Argothian Uprooting,1.0,G,Sorcery,,ybro,2022,rare
Curator of Sun's Creation // Curator of Sun's Creation,0.0,,"Card,//,Card",,alci,2023,common
Umbral Juke,3.0,B,Instant,,stx,2021,uncommon
Atalan Jackal,3.0,"G,R",Creature,"Human,Tyranid,Scout",40k,2022,rare
Amulet of Kroog,2.0,,Artifact,,atq,1994,common
"Emeria, the Sky Ruin",0.0,W,Land,,zen,2009,rare
Stormblood Berserker,2.0,R,Creature,"Human,Berserker",m12,2011,uncommon
Back for More,6.0,"B,G",Instant,,iko,2020,uncommon
Warhorn Blast,5.0,W,Instant,,khm,2021,common
Embargo,4.0,U,Enchantment,,mmq,1999,rare
Demonmail Hauberk,4.0,,Artifact,Equipment,isd,2011,uncommon
Boiling Blood,3.0,R,Instant,,wth,1997,common
Chicken à la King,3.0,U,Creature,"Bird,Noble",ugl,1998,rare
Upriser Renegade // Upriser Renegade,0.0,,"Card,//,Card",,aneo,2022,common
Bhaal's Invoker,3.0,R,Creature,"Dragon,Shaman",clb,2022,common
Vile Rebirth,1.0,B,Instant,,m13,2012,common
Rakshasa's Secret,3.0,B,Sorcery,,ktk,2014,common
Oceanus Dragon,6.0,U,Creature,Dragon,clb,2022,common
Scour the Laboratory,6.0,U,Instant,,emn,2016,uncommon
Pathrazer of Ulamog,11.0,,Creature,Eldrazi,roe,2010,uncommon
Tolarian Winds,2.0,U,Instant,,usg,1998,common
A-Fall of the Impostor,2.0,"G,W",Enchantment,Saga,khm,2021,uncommon
Synth Infiltrator,5.0,U,"Artifact,Creature",Synth,pip,2024,rare
Seek the Horizon,4.0,G,Sorcery,,sok,2005,uncommon
Insatiable Hemophage,4.0,B,Creature,Nightmare,iko,2020,uncommon
Kami of Transmutation,2.0,W,Creature,Spirit,yneo,2022,rare
Crab Umbra,1.0,U,Enchantment,Aura,roe,2010,uncommon
Tanuki Transplanter,4.0,G,"Artifact,Creature","Equipment,Dog",nec,2022,rare
You Live Only Because I Will It,0.0,,Scheme,,dsc,2024,common
Bespoke Battlewagon,4.0,U,Artifact,Vehicle,mh3,2024,uncommon
Touch and Go,4.0,R,Sorcery,,unh,2004,common
Iridescent Blademaster,2.0,G,Creature,"Elf,Warrior",mom,2023,common
Skyclave Plunder,5.0,U,Sorcery,,znr,2020,uncommon
Rhystic Study // Rhystic Study,0.0,,"Card,//,Card",,awoe,2023,common
Rakdos's Return,2.0,"B,R",Sorcery,,rtr,2012,mythic
"Phoebe, Head of S.N.E.A.K.",3.0,"B,U","Legendary,Creature","Human,Spy",ust,2017,mythic
Otterball Antics,2.0,U,Sorcery,,blb,2024,uncommon
Soratami Mirror-Guard,4.0,U,Creature,"Moonfolk,Wizard",chk,2004,common
Transmogrant's Crown,2.0,B,Artifact,Equipment,pbro,2022,rare
Octo Opus,5.0,U,Enchantment,,unf,2022,uncommon
Abzan Advantage,2.0,W,Instant,,frf,2015,common
Primal Prayers,4.0,G,Enchantment,,mh3,2024,rare
Sleep of the Dead,1.0,U,Sorcery,,thb,2020,common
Winged Coatl,3.0,"G,U",Creature,Snake,arb,2009,common
Essence Channeler,2.0,W,Creature,"Bat,Cleric",pblb,2024,rare
Delayed Blast Fireball,3.0,R,Instant,,clb,2022,rare
Necroduality,4.0,U,Enchantment,,vow,2021,mythic
Stillmoon Cavalier,3.0,"B,W",Creature,"Zombie,Knight",eve,2008,rare
Angel of Destiny,5.0,W,Creature,"Angel,Cleric",pznr,2020,mythic
Worry Beads,3.0,,Artifact,,mmq,1999,rare
Ashiok's Erasure,4.0,U,Enchantment,,pthb,2020,rare
Slaughterhorn,3.0,G,Creature,Beast,gtc,2013,common
Frostfist Strider,5.0,U,Creature,"Elemental,Giant",dmu,2022,uncommon
Sword of the Chosen,2.0,,"Legendary,Artifact",,sth,1998,rare
Go for Blood,2.0,R,Sorcery,,iko,2020,common
Blessed Reincarnation,4.0,U,Instant,,dtk,2015,rare
Argivian Welcome,2.0,"U,W",Instant,,ybro,2022,uncommon
Revenge of the Drowned,4.0,U,Instant,,mid,2021,common
Bloodsworn Steward,4.0,R,Creature,"Vampire,Knight",pz2,2016,rare
Poison Counter,0.0,,Card,,tsom,2010,common
Paladin of Atonement,2.0,W,Creature,"Vampire,Knight",prix,2018,rare
"Kimahri, Valiant Guardian",4.0,"G,U","Legendary,Creature","Cat,Warrior",fic,2025,rare
Maestros Ascendancy,3.0,"B,R,U",Enchantment,,psnc,2022,rare
Ratadrabik of Urborg,4.0,"B,W","Legendary,Creature","Zombie,Wizard",pdmu,2022,rare
Bond of Discipline,5.0,W,Sorcery,,war,2019,uncommon
"Quickbeam, Upstart Ent",6.0,G,"Legendary,Creature",Treefolk,ltr,2023,uncommon
Elesh Norn // The Argent Etchings,4.0,W,"Legendary,Creature","Phyrexian,Praetor,//,Enchantment,—,Saga",mom,2023,mythic
Deadeye Tracker,1.0,B,Creature,"Human,Pirate",pxln,2017,rare
Infernal Spawn of Infernal Spawn of Evil,10.0,B,Creature,"Demon,Child",unh,2004,rare
Once Upon a Time,2.0,G,Instant,,eld,2019,rare
"Gut, Zealous Fanatic",7.0,"R,W","Legendary,Creature","Goblin,Shaman",hbg,2022,uncommon
Kolaghan Warmonger,3.0,R,Creature,"Ogre,Warrior",mat,2023,uncommon
Voice of Truth,4.0,W,Creature,Angel,nem,2000,uncommon
Searing Wind,9.0,R,Instant,,pcy,2000,rare
Fungal Rebirth,3.0,G,Instant,,m21,2020,uncommon
Giant Opportunity,3.0,G,Sorcery,,eld,2019,uncommon
Aven Mindcensor,3.0,W,Creature,"Bird,Wizard",fut,2007,uncommon
Ecstatic Beauty,3.0,R,Sorcery,,who,2023,rare
Brought Back,2.0,W,Instant,,pm20,2019,rare
Glissa Sunslayer // Glissa Sunslayer,0.0,,"Card,//,Card",,aone,2023,common
Prism Ring,1.0,,Artifact,,ori,2015,uncommon
Ebon Praetor,6.0,B,Creature,"Avatar,Praetor",fem,1994,rare
Assault Formation,2.0,G,Enchantment,,dtk,2015,rare
The Juzam Master,4.0,B,"Legendary,Creature","Human,Wizard",unk,2024,rare
Prismite,2.0,,"Artifact,Creature",Golem,war,2019,common
Carnage Tyrant // Carnage Tyrant,0.0,,"Card,//,Card",,alci,2023,common
Prismari Pledgemage,2.0,"R,U",Creature,"Orc,Wizard",stx,2021,common
Scepter of Celebration,3.0,G,Artifact,Equipment,ncc,2022,rare
Makeshift Mauler,4.0,U,Creature,"Zombie,Horror",isd,2011,common
Galadriel of Lothlórien,3.0,"G,U","Legendary,Creature","Elf,Noble",ltr,2023,rare
"Slinn Voda, the Rising Deep",8.0,U,"Legendary,Creature",Leviathan,pdom,2018,uncommon
Lethal Sting,3.0,B,Sorcery,,hou,2017,common
"Teval, Arbiter of Virtue // Teval, Arbiter of Virtue",0.0,,"Card,//,Card",,atdm,2025,common
Serpentine Basilisk,4.0,G,Creature,Basilisk,ons,2002,uncommon
Leonin Lightscribe // Leonin Lightscribe,0.0,,"Card,//,Card",,astx,2021,common
Madlands,0.0,"B,R",Land,,mb2,2024,rare
Waterveil Cavern,0.0,"B,U",Land,,chk,2004,uncommon
Miasmic Mummy,2.0,B,Creature,"Zombie,Jackal",akh,2017,common
Nuka-Cola Vending Machine,3.0,,Artifact,,pip,2024,uncommon
Chromatic Sphere,1.0,,Artifact,,inv,2000,uncommon
"Wilson, Majestic Bear",3.0,G,"Legendary,Creature","Bear,Warrior",hbg,2022,rare
Paraselene,3.0,W,Sorcery,,isd,2011,uncommon
"Tinybones, Trinket Thief",2.0,B,"Legendary,Creature","Skeleton,Rogue",jmp,2020,mythic
"Zenos yae Galvus // Shinryu, Transcendent Rival",5.0,B,"Legendary,Creature","Human,Noble,Warrior,//,Legendary,Creature,—,Dragon",fin,2025,rare
Suffer the Past,1.0,B,Instant,,roe,2010,uncommon
Will Kenrith,6.0,U,"Legendary,Planeswalker",Will,pbbd,2018,mythic
Golem,0.0,,"Token,Artifact,Creature",Golem,tsom,2010,common
Scoria Wurm,5.0,R,Creature,Wurm,usg,1998,rare
Two Streams Facility,0.0,,Plane,Apalapucia,who,2023,common
Predatory Wurm,4.0,G,Creature,Wurm,m21,2020,uncommon
Sigil Blessing,2.0,"G,W",Instant,,ala,2008,common
Gauntlet of Might,4.0,R,Artifact,,lea,1993,rare
Salt Road Quartermasters,3.0,G,Creature,"Human,Soldier",dtk,2015,uncommon
Reins of the Vinesteed,4.0,G,Enchantment,Aura,mor,2008,common
Llanowar Tribe,3.0,G,Creature,"Elf,Druid",mh1,2019,uncommon
Invasion of Mercadia // Kyren Flamewright,2.0,R,Battle,"Siege,//,Creature,—,Goblin,Spellshaper",mom,2023,uncommon
Root Spider,4.0,G,Creature,Spider,hml,1995,uncommon
Living Hive,8.0,G,Creature,"Elemental,Insect",mrd,2003,rare
Wings of the Guard,2.0,W,Creature,Bird,cn2,2016,common
Ochre Jelly,1.0,G,Creature,Ooze,pafr,2021,rare
"Jason Bright, Glowing Prophet",3.0,U,"Legendary,Creature","Zombie,Mutant,Advisor",pip,2024,rare
Cardpecker,2.0,W,Creature,Bird,unh,2004,common
Arcbound Fiend,6.0,,"Artifact,Creature",Horror,dst,2004,uncommon
Thought Prison,5.0,,Artifact,,mrd,2003,uncommon
Muraganda Petroglyphs,4.0,G,Enchantment,,fut,2007,rare
Samite Herbalist,2.0,W,Creature,"Human,Cleric",dmu,2022,common
Phyresis Outbreak,3.0,B,Sorcery,,onc,2023,rare
Tin Street Gossip,4.0,"G,R",Creature,"Lizard,Advisor",mkm,2024,uncommon
Memorial to Glory,0.0,W,Land,,dom,2018,uncommon
Leyline of Hope,4.0,W,Enchantment,,dsk,2024,rare
"Agrus Kos, Spirit of Justice",4.0,"R,W","Legendary,Creature","Spirit,Detective",pmkm,2024,mythic
Foothill Guide,1.0,W,Creature,"Human,Cleric",ons,2002,common
Wrenn and Six // Wrenn and Six,0.0,,"Card,//,Card",,amh1,2019,common
Somberwald Sage,3.0,G,Creature,"Human,Druid",avr,2012,rare
Assemble the Entmoot,4.0,G,Enchantment,,ltc,2023,rare
"Choco, Seeker of Paradise",4.0,"G,U,W","Legendary,Creature",Bird,fin,2025,rare
Flaccify,3.0,U,Instant,,unh,2004,common
"Urza, Planeswalker",8.0,"U,W","Legendary,Planeswalker",Urza,bro,2022,mythic
Rydia's Return,5.0,G,Sorcery,,fin,2025,uncommon
A Girl and Her Dogs,5.0,W,Creature,Human,mb2,2024,rare
Dalek Squadron,3.0,B,"Artifact,Creature",Dalek,who,2023,uncommon
Scrapshooter,3.0,G,Creature,"Raccoon,Archer",pblb,2024,rare
Elvish Farmer,2.0,G,Creature,Elf,fem,1994,rare
Aggressive Instinct,2.0,G,Sorcery,,gs1,2018,common
Herbology Instructor // Malady Invoker,2.0,"B,G",Creature,"Treefolk,Druid,//,Creature,—,Phyrexian,Treefolk",mom,2023,uncommon
Suspend,1.0,U,Instant,,pmh2,2021,rare
Sea Sprite,2.0,U,Creature,Faerie,hml,1995,uncommon
Barad-dûr,0.0,B,"Legendary,Land",,pltr,2023,rare
Audacity,1.0,G,Enchantment,Aura,bro,2022,uncommon
Tune the Narrative,1.0,U,Instant,,mh3,2024,common
Soul of Magma,5.0,R,Creature,Spirit,chk,2004,common
Test of Endurance,4.0,W,Enchantment,,jud,2002,rare
Three Tree Mascot,2.0,,"Artifact,Creature",Shapeshifter,blb,2024,common
1997 World Championships Ad,0.0,,Card,,wc97,1997,common
Dwarven Reinforcements,4.0,R,Sorcery,,khm,2021,common
Infinity Elemental,7.0,R,Creature,Elemental,ust,2017,mythic
"Rowan, Scion of War",3.0,"B,R","Legendary,Creature","Human,Wizard",pwoe,2023,mythic
Groffskithur,6.0,G,Creature,Beast,mrd,2003,common
Smash,3.0,R,Instant,,apc,2001,common
Golem,0.0,,"Token,Artifact,Creature",Golem,tc21,2021,common
Heart of Yavimaya,0.0,G,Land,,all,1996,rare
Synod Centurion,4.0,,"Artifact,Creature",Construct,5dn,2004,uncommon
Silumgar Butcher,5.0,B,Creature,"Zombie,Djinn",dtk,2015,common
Shoreline Scout,1.0,U,Creature,"Merfolk,Scout",j21,2021,uncommon
"Lightning, Security Sergeant",3.0,R,"Legendary,Creature","Human,Soldier",fin,2025,rare
